Sub-district,Borough,Price,Area (m²),Price per square meter,Bedrooms,Bathrooms,Condition
Lisbon,Alvalade,580000.0,128.3,4520.65,3,2,2
Lisbon,Santo António,830000.0,115.65,7176.83,2,1,4
Lisbon,Arroios,975000.0,151.33,6442.87,3,1,4
Lisbon,Arroios,835000.0,114.04,7321.99,2,1,4
Lisbon,Campo de Ourique,488000.0,130.0,3753.85,2,3,1
Lisbon,Lumiar,650000.0,160.0,4062.5,3,2,2
Lisbon,Misericórdia,1095000.0,128.0,8554.69,3,2,4
Lisbon,Santo António,830000.0,115.0,7217.39,2,2,1
Lisbon,Estrela,880000.0,147.95,5947.96,3,4,1
Lisbon,Avenidas Novas,995000.0,161.0,6180.12,3,2,1
Lisbon,Arroios,995000.0,165.0,6030.3,4,3,2
Lisbon,Benfica,1200000.0,258.75,4637.68,5,4,1
Lisbon,Benfica,1200000.0,259.0,4633.2,5,4,1
Lisbon,Benfica,920000.0,197.06,4668.63,4,3,1
Lisbon,Avenidas Novas,495000.0,73.0,6780.82,1,2,4
Lisbon,Avenidas Novas,1205000.0,160.0,7531.25,3,4,4
Lisbon,Benfica,920000.0,197.0,4670.05,4,3,1
Lisbon,Parque das Nações,685000.0,110.0,6227.27,2,2,2
Lisbon,Santo António,780000.0,115.65,6744.49,2,2,1
Lisbon,Avenidas Novas,835000.0,114.0,7324.56,2,2,1
Lisbon,Alvalade,278000.0,44.0,6318.18,1,1,3
Lisbon,São Vicente,250000.0,42.0,5952.38,1,1,1
Lisbon,Campo de Ourique,430000.0,81.9,5250.31,2,1,2
Lisbon,Estrela,1120000.0,150.58,7437.91,3,4,1
Lisbon,Avenidas Novas,830000.0,115.0,7217.39,2,2,1
Lisbon,Arroios,279000.0,55.0,5072.73,1,1,2
Lisbon,Santo António,900000.0,108.3,8310.25,2,2,1
Lisbon,Santo António,1650000.0,161.1,10242.09,3,3,1
Lisbon,Santo António,1500000.0,161.1,9310.99,3,3,1
Lisbon,Santo António,1550000.0,161.1,9621.35,3,3,1
Lisbon,Parque das Nações,597500.0,86.34,6920.32,2,1,2
Lisbon,Santo António,900000.0,98.6,9127.79,2,2,1
Lisbon,Alvalade,290000.0,51.0,5686.27,1,1,2
Lisbon,Arroios,986000.0,145.0,6800.0,2,2,1
Lisbon,Alcântara,275000.0,38.0,7236.84,0,1,1
Lisbon,Alcântara,390000.0,62.0,6290.32,1,1,1
Lisbon,Estrela,275000.0,60.0,4583.33,1,2,3
Lisbon,Areeiro,255000.0,60.0,4250.0,1,1,3
Lisbon,Avenidas Novas,780000.0,106.0,7358.49,3,2,3
Lisbon,Santo António,998000.0,145.0,6882.76,3,3,3
Lisbon,Marvila,220000.0,72.0,3055.56,2,1,2
Lisbon,Penha de França,275000.0,68.8,3997.09,2,1,2
Lisbon,Arroios,258000.0,75.0,3440.0,2,1,2
Lisbon,Avenidas Novas,535000.0,117.6,4549.32,2,2,3
Lisbon,Arroios,986000.0,145.0,6800.0,2,2,4
Lisbon,Lumiar,795000.0,162.0,4907.41,4,3,3
Lisbon,Benfica,270000.0,80.0,3375.0,2,1,3
Lisbon,Estrela,625000.0,70.0,8928.57,2,2,4
Lisbon,Benfica,311000.0,48.0,6479.17,1,1,2
Lisbon,Estrela,505000.0,186.0,2715.05,1,2,3
Lisbon,Misericórdia,7000000.0,317.0,22082.02,4,4,2
Lisbon,Marvila,358000.0,101.0,3544.55,3,2,2
Lisbon,Santa Maria Maior,140000.0,28.0,5000.0,1,1,3
Lisbon,Estrela,425000.0,63.0,6746.03,2,1,1
Lisbon,Benfica,329900.0,60.0,5498.33,2,1,3
Lisbon,Campo de Ourique,180000.0,32.0,5625.0,1,2,3
Lisbon,Estrela,700000.0,71.0,9859.15,3,2,3
Lisbon,Estrela,715000.0,110.8,6453.07,3,3,4
Lisbon,Estrela,785000.0,128.3,6118.47,3,2,4
Lisbon,Estrela,775000.0,122.3,6336.88,3,3,4
Lisbon,Arroios,315000.0,24.0,13125.0,2,1,3
Lisbon,Benfica,329900.0,55.0,5998.18,2,1,3
Lisbon,Estrela,1680000.0,211.0,7962.09,4,3,1
Lisbon,Penha de França,349900.0,87.0,4021.84,3,1,3
Lisbon,Benfica,329900.0,64.0,5154.69,2,1,3
Lisbon,Estrela,235000.0,32.0,7343.75,0,1,1
Lisbon,Misericórdia,190000.0,60.0,3166.67,1,1,2
Lisbon,Benfica,435000.0,151.0,2880.79,3,3,2
Lisbon,Areeiro,850000.0,209.0,4066.99,5,3,2
Lisbon,Estrela,790000.0,87.0,9080.46,2,2,4
Lisbon,Estrela,165000.0,44.0,3750.0,2,1,2
Lisbon,Benfica,630000.0,115.0,5478.26,4,2,3
Lisbon,Alcântara,1820000.0,244.0,7459.02,4,3,2
Lisbon,Estrela,1800000.0,308.0,5844.16,6,4,2
Lisbon,Avenidas Novas,990000.0,245.0,4040.82,6,3,3
Lisbon,Santa Maria Maior,825000.0,136.0,6066.18,4,3,1
Lisbon,Lumiar,595000.0,172.0,3459.3,4,3,1
Lisbon,Lumiar,580000.0,170.0,3411.76,4,4,1
Lisbon,Estrela,720000.0,205.0,3512.2,4,3,2
Lisbon,Belém,985000.0,247.0,3987.85,5,1,2
Lisbon,Penha de França,286000.0,73.0,3917.81,2,1,4
Lisbon,Penha de França,231500.0,60.0,3858.33,1,1,4
Lisbon,Estrela,920000.0,172.36,5337.67,3,3,1
Lisbon,Estrela,750000.0,136.0,5514.71,3,2,3
Lisbon,Misericórdia,5700000.0,283.0,20141.34,5,4,1
Lisbon,Misericórdia,4200000.0,238.0,17647.06,4,4,1
Lisbon,Misericórdia,3995000.0,206.0,19393.2,3,4,1
Lisbon,Avenidas Novas,359000.0,60.0,5983.33,1,1,3
Lisbon,Santa Maria Maior,780000.0,105.47,7395.47,5,3,3
Lisbon,Estrela,1680000.0,211.0,7962.09,4,3,1
Lisbon,Santo António,1600000.0,161.1,9931.72,3,3,1
Lisbon,Olivais,867755.0,245.0,3541.86,5,4,1
Lisbon,Misericórdia,7950000.0,442.0,17986.43,6,4,1
Lisbon,Arroios,205000.0,38.5,5324.68,1,1,3
Lisbon,Misericórdia,309000.0,50.0,6180.0,2,2,3
Lisbon,Alvalade,340000.0,70.05,4853.68,1,1,4
Lisbon,Misericórdia,315000.0,36.51,8627.77,1,1,2
Lisbon,Parque das Nações,950000.0,87.51,10855.9,2,2,2
Lisbon,Parque das Nações,750000.0,67.35,11135.86,1,1,2
Lisbon,Alvalade,1450000.0,161.25,8992.25,4,4,4
Lisbon,Alvalade,1400000.0,178.7,7834.36,3,4,4
Lisbon,Campo de Ourique,273000.0,78.0,3500.0,2,1,2
Lisbon,Santo António,820000.0,100.0,8200.0,1,2,1
Lisbon,Parque das Nações,2700000.0,196.6,13733.47,3,3,1
Lisbon,Parque das Nações,980000.0,128.66,7616.97,2,2,1
Lisbon,Parque das Nações,880000.0,138.89,6335.95,2,2,1
Lisbon,Avenidas Novas,1400000.0,161.25,8682.17,4,3,1
Lisbon,Parque das Nações,1350000.0,224.0,6026.79,4,4,2
Lisbon,Santo António,1350000.0,151.8,8893.28,4,2,2
Lisbon,Campolide,1850000.0,227.0,8149.78,5,3,2
Lisbon,Santa Maria Maior,710000.0,121.0,5867.77,2,1,1
Lisbon,Santa Maria Maior,595000.0,77.0,7727.27,1,1,1
Lisbon,Alvalade,160000.0,47.0,3404.26,1,1,2
Lisbon,Campo de Ourique,980000.0,136.0,7205.88,4,3,3
Lisbon,Marvila,440000.0,115.0,3826.09,3,3,1
Lisbon,Avenidas Novas,795000.0,180.0,4416.67,5,4,2
Lisbon,Penha de França,385000.0,82.0,4695.12,3,2,2
Lisbon,Santo António,1070000.0,143.92,7434.69,3,3,4
Lisbon,Santo António,1100000.0,143.69,7655.37,3,3,4
Lisbon,Avenidas Novas,1200000.0,193.0,6217.62,4,3,1
Lisbon,Avenidas Novas,1100000.0,188.0,5851.06,4,3,1
Lisbon,Campo de Ourique,500000.0,100.0,5000.0,3,2,4
Lisbon,Arroios,395000.0,80.0,4937.5,2,1,3
Lisbon,Santa Maria Maior,490000.0,93.0,5268.82,3,2,3
Lisbon,Lumiar,385000.0,106.0,3632.08,3,3,3
Lisbon,Campo de Ourique,420000.0,70.0,6000.0,2,2,3
Lisbon,Lumiar,648000.0,160.0,4050.0,3,3,2
Lisbon,Penha de França,325000.0,56.0,5803.57,2,1,1
Lisbon,Areeiro,414000.0,114.0,3631.58,3,2,2
Lisbon,Benfica,329900.0,55.0,5998.18,2,1,2
Lisbon,Avenidas Novas,590000.0,87.0,6781.61,3,2,3
Lisbon,Parque das Nações,5300000.0,410.0,12926.83,6,4,1
Lisbon,Avenidas Novas,430000.0,42.35,10153.48,1,1,4
Lisbon,Marvila,1102500.0,169.8,6492.93,4,4,1
Lisbon,Marvila,752178.0,136.1,5526.66,3,3,1
Lisbon,Marvila,484680.0,94.1,5150.69,2,2,1
Lisbon,Parque das Nações,1650000.0,207.0,7971.01,5,4,2
Lisbon,Lumiar,960000.0,265.0,3622.64,4,4,2
Lisbon,Parque das Nações,5300000.0,410.98,12896.0,6,4,4
Lisbon,Olivais,380000.0,124.0,3064.52,3,2,3
Lisbon,Estrela,585000.0,77.0,7597.4,1,1,2
Lisbon,Lumiar,1550000.0,317.0,4889.59,5,4,2
Lisbon,Campo de Ourique,225000.0,40.0,5625.0,1,1,3
Lisbon,Misericórdia,500000.0,101.0,4950.5,3,1,2
Lisbon,Benfica,335000.0,74.03,4525.19,3,2,2
Lisbon,Areeiro,1100000.0,158.75,6929.13,4,3,4
Lisbon,Areeiro,790000.0,122.52,6447.93,2,2,4
Lisbon,Campolide,750000.0,129.0,5813.95,3,2,3
Lisbon,Campolide,780000.0,140.0,5571.43,3,3,3
Lisbon,São Vicente,585000.0,125.0,4680.0,3,2,2
Lisbon,Campo de Ourique,630000.0,125.0,5040.0,3,2,3
Lisbon,Arroios,660000.0,129.0,5116.28,3,2,2
Lisbon,Santa Maria Maior,595000.0,53.7,11080.07,1,1,2
Lisbon,Areeiro,530000.0,95.0,5578.95,2,2,1
Lisbon,Arroios,630000.0,127.3,4948.94,3,2,2
Lisbon,Arroios,350000.0,64.0,5468.75,2,1,3
Lisbon,Campolide,980000.0,145.0,6758.62,3,4,1
Lisbon,Campolide,1100000.0,159.0,6918.24,3,4,1
Lisbon,São Vicente,320000.0,44.72,7155.64,1,1,3
Lisbon,Estrela,350000.0,79.0,4430.38,2,1,3
Lisbon,Penha de França,400000.0,113.0,3539.82,3,2,2
Lisbon,Arroios,1820000.0,178.0,10224.72,3,3,2
Lisbon,Benfica,369000.0,76.0,4855.26,3,2,3
Lisbon,Avenidas Novas,732000.0,100.0,7320.0,2,3,4
Lisbon,São Vicente,875000.0,125.84,6953.27,3,3,4
Lisbon,Misericórdia,790000.0,84.0,9404.76,2,2,2
Lisbon,Penha de França,258000.0,90.0,2866.67,3,2,3
Lisbon,Estrela,1195000.0,138.23,8645.01,3,3,2
Lisbon,Santo António,1100000.0,83.0,13253.01,1,2,2
Lisbon,Estrela,1710000.0,295.0,5796.61,4,4,2
Lisbon,Parque das Nações,2700000.0,196.6,13733.47,3,3,1
Lisbon,Olivais,810000.0,156.3,5182.34,3,3,4
Lisbon,Benfica,369000.0,90.0,4100.0,3,2,3
Lisbon,Alvalade,950000.0,216.0,4398.15,3,3,2
Lisbon,Benfica,350000.0,81.0,4320.99,3,2,2
Lisbon,Benfica,350000.0,85.0,4117.65,3,1,2
Lisbon,Santo António,1900000.0,186.0,10215.05,3,3,2
Lisbon,Penha de França,255000.0,70.0,3642.86,4,2,3
Lisbon,Arroios,297000.0,77.0,3857.14,2,1,3
Lisbon,Belém,1400000.0,172.0,8139.53,3,4,2
Lisbon,São Vicente,285000.0,45.0,6333.33,2,1,3
Lisbon,Santa Maria Maior,105000.0,15.0,7000.0,0,1,2
Lisbon,Benfica,800000.0,158.0,5063.29,3,2,2
Lisbon,Penha de França,217000.0,46.0,4717.39,1,1,3
Lisbon,Arroios,1200000.0,133.0,9022.56,3,4,1
Lisbon,Arroios,210000.0,35.0,6000.0,1,1,3
Lisbon,Benfica,500000.0,76.0,6578.95,3,2,3
Lisbon,Arroios,475000.0,130.0,3653.85,3,2,2
Lisbon,Alcântara,670000.0,160.0,4187.5,4,2,2
Lisbon,Parque das Nações,980000.0,128.66,7616.97,2,3,1
Lisbon,Santo António,1425000.0,141.37,10079.93,3,1,3
Lisbon,Santo António,580000.0,62.95,9213.66,1,1,3
Lisbon,Campo de Ourique,550000.0,60.0,9166.67,2,2,3
Lisbon,Lumiar,477000.0,92.0,5184.78,2,2,2
Lisbon,Areeiro,675000.0,135.0,5000.0,3,2,2
Lisbon,Benfica,369000.0,109.0,3385.32,3,2,3
Lisbon,Arroios,595000.0,74.0,8040.54,1,2,2
Lisbon,Misericórdia,525016.0,90.52,5800.0,3,1,1
Lisbon,Arroios,395000.0,55.67,7095.38,2,1,2
Lisbon,Lumiar,210000.0,80.0,2625.0,3,1,2
Lisbon,Penha de França,240000.0,60.0,4000.0,1,1,2
Lisbon,Santa Maria Maior,490000.0,110.0,4454.55,3,2,3
Lisbon,São Vicente,310000.0,50.0,6200.0,1,1,1
Lisbon,Penha de França,255000.0,70.0,3642.86,4,2,3
Lisbon,Penha de França,350000.0,55.0,6363.64,2,1,3
Lisbon,Santa Maria Maior,105000.0,15.0,7000.0,0,1,3
Lisbon,Misericórdia,105000.0,18.0,5833.33,0,1,3
Lisbon,Alvalade,940000.0,141.0,6666.67,3,3,4
Lisbon,Benfica,540000.0,91.0,5934.07,3,2,2
Lisbon,Penha de França,350000.0,55.0,6363.64,2,1,3
Lisbon,Benfica,350000.0,60.0,5833.33,2,1,3
Lisbon,Estrela,980000.0,116.0,8448.28,3,3,1
Lisbon,Penha de França,175000.0,70.0,2500.0,3,1,2
Lisbon,Avenidas Novas,695000.0,106.0,6556.6,2,3,4
Lisbon,Benfica,369000.0,90.0,4100.0,3,2,3
Lisbon,Marvila,199000.0,86.0,2313.95,3,1,2
Lisbon,Benfica,369000.0,90.0,4100.0,3,2,3
Lisbon,Arroios,250000.0,56.0,4464.29,1,1,2
Lisbon,Arroios,430000.0,108.0,3981.48,3,2,2
Lisbon,Avenidas Novas,997500.0,121.0,8243.8,3,3,2
Lisbon,Penha de França,329900.0,53.5,6166.36,2,1,3
Lisbon,Benfica,265375.0,79.0,3359.18,2,1,3
Lisbon,Misericórdia,345000.0,81.0,4259.26,2,1,3
Lisbon,Benfica,950000.0,140.0,6785.71,4,3,1
Lisbon,Avenidas Novas,965000.0,162.0,5956.79,3,3,3
Lisbon,Misericórdia,550000.0,90.0,6111.11,2,1,4
Lisbon,Santo António,730000.0,100.0,7300.0,2,2,3
Lisbon,Benfica,369000.0,108.0,3416.67,3,2,3
Lisbon,Benfica,950000.0,243.0,3909.47,5,4,2
Lisbon,Santa Maria Maior,950000.0,161.0,5900.62,3,2,3
Lisbon,Estrela,595000.0,90.0,6611.11,3,2,2
Lisbon,Santa Maria Maior,500000.0,108.0,4629.63,3,2,3
Lisbon,Avenidas Novas,1390000.0,230.0,6043.48,3,3,1
Lisbon,Avenidas Novas,1090000.0,150.23,7255.54,3,3,1
Lisbon,Benfica,369000.0,108.0,3416.67,3,2,3
Lisbon,Santa Maria Maior,500000.0,84.0,5952.38,1,1,1
Lisbon,Benfica,369000.0,98.0,3765.31,3,2,3
Lisbon,Benfica,369000.0,108.0,3416.67,3,2,3
Lisbon,Arroios,497000.0,50.0,9940.0,2,1,2
Lisbon,Olivais,209000.0,37.0,5648.65,0,1,2
Lisbon,Campolide,400000.0,80.0,5000.0,2,1,2
Lisbon,Avenidas Novas,1590000.0,290.0,5482.76,4,4,2
Lisbon,Santa Maria Maior,530000.0,67.0,7910.45,2,1,2
Lisbon,Avenidas Novas,924000.0,97.0,9525.77,2,2,4
Lisbon,Santo António,240000.0,42.0,5714.29,1,1,2
Lisbon,Avenidas Novas,698000.0,87.0,8022.99,2,2,4
Lisbon,Avenidas Novas,865000.0,86.0,10058.14,2,2,4
Lisbon,Avenidas Novas,500000.0,57.0,8771.93,1,1,4
Lisbon,Avenidas Novas,543000.0,49.0,11081.63,1,1,4
Lisbon,Benfica,335000.0,65.0,5153.85,3,2,3
Lisbon,Santa Maria Maior,335000.0,72.0,4652.78,2,1,2
Lisbon,Campo de Ourique,690000.0,67.0,10298.51,2,2,3
Lisbon,Belém,690000.0,134.2,5141.58,3,2,1
Lisbon,Estrela,210000.0,40.0,5250.0,1,2,3
Lisbon,Estrela,980000.0,116.59,8405.52,3,3,1
Lisbon,Campo de Ourique,790000.0,141.0,5602.84,2,2,2
Lisbon,Benfica,329900.0,64.0,5154.69,2,1,2
Lisbon,Santa Maria Maior,845000.0,127.0,6653.54,2,2,1
Lisbon,Estrela,1650000.0,170.0,9705.88,4,4,1
Lisbon,Avenidas Novas,980000.0,175.0,5600.0,4,4,2
Lisbon,Avenidas Novas,325000.0,41.0,7926.83,0,1,2
Lisbon,São Vicente,185000.0,42.5,4352.94,1,1,2
Lisbon,Avenidas Novas,745000.0,142.0,5246.48,4,3,2
Lisbon,Benfica,350000.0,57.6,6076.39,2,1,2
Lisbon,Marvila,320000.0,101.5,3152.71,3,2,2
Lisbon,Alvalade,630000.0,110.3,5711.7,3,3,2
Lisbon,Avenidas Novas,1750000.0,303.0,5775.58,4,4,2
Lisbon,Avenidas Novas,895000.0,202.0,4430.69,4,3,2
Lisbon,Lumiar,650000.0,138.0,4710.14,3,3,3
Lisbon,Arroios,320000.0,70.0,4571.43,2,1,3
Lisbon,Parque das Nações,850000.0,179.0,4748.6,4,4,2
Lisbon,Misericórdia,1100000.0,122.0,9016.39,2,2,2
Lisbon,Penha de França,325000.0,47.0,6914.89,1,1,3
Lisbon,Arroios,225000.0,38.5,5844.16,0,1,3
Lisbon,Campo de Ourique,1199000.0,166.61,7196.45,3,2,4
Lisbon,Campolide,299000.0,58.2,5137.46,2,1,2
Lisbon,Misericórdia,1550000.0,161.11,9620.76,2,3,3
Lisbon,Misericórdia,840120.0,140.0,6000.86,4,3,1
Lisbon,Avenidas Novas,711000.0,100.0,7110.0,2,3,4
Lisbon,Belém,1350000.0,192.0,7031.25,3,4,3
Lisbon,Estrela,260000.0,30.0,8666.67,0,1,1
Lisbon,Avenidas Novas,1150000.0,144.0,7986.11,4,3,4
Lisbon,Estrela,350000.0,41.0,8536.59,1,1,1
Lisbon,Penha de França,255000.0,66.0,3863.64,4,2,3
Lisbon,Arroios,355000.0,71.0,5000.0,2,2,3
Lisbon,Avenidas Novas,380000.0,71.0,5352.11,2,2,3
Lisbon,Marvila,500000.0,133.0,3759.4,3,3,4
Lisbon,Estrela,1400000.0,210.0,6666.67,4,4,1
Lisbon,Avenidas Novas,637000.0,78.0,8166.67,2,2,4
Lisbon,Estrela,145000.0,25.0,5800.0,1,1,3
Lisbon,Misericórdia,445817.0,58.96,7561.35,1,1,2
Lisbon,Misericórdia,422868.0,57.07,7409.64,1,1,2
Lisbon,Misericórdia,407570.0,57.07,7141.58,1,1,2
Lisbon,Misericórdia,407570.0,58.96,6912.65,1,1,2
Lisbon,Misericórdia,394821.0,58.96,6696.42,1,1,2
Lisbon,Alvalade,815000.0,158.0,5158.23,4,3,2
Lisbon,Campo de Ourique,1850000.0,300.0,6166.67,4,3,2
Lisbon,Estrela,210000.0,42.0,5000.0,1,2,3
Lisbon,Campo de Ourique,1400000.0,166.0,8433.73,3,4,2
Lisbon,Avenidas Novas,1290000.0,150.9,8548.71,3,3,2
Lisbon,Estrela,515000.0,67.0,7686.57,0,1,4
Lisbon,Estrela,900000.0,121.0,7438.02,2,1,4
Lisbon,Estrela,505000.0,67.0,7537.31,0,1,4
Lisbon,Avenidas Novas,707000.0,86.53,8170.58,2,2,1
Lisbon,Avenidas Novas,703000.0,86.53,8124.35,2,2,1
Lisbon,Avenidas Novas,504000.0,50.46,9988.11,1,1,1
Lisbon,Avenidas Novas,1100000.0,108.21,10165.42,3,3,1
Lisbon,Avenidas Novas,712000.0,86.53,8228.36,2,2,1
Lisbon,Avenidas Novas,500000.0,57.21,8739.73,1,1,1
Lisbon,Avenidas Novas,924000.0,96.66,9559.28,2,3,1
Lisbon,Avenidas Novas,698000.0,86.53,8066.57,2,2,1
Lisbon,Avenidas Novas,865000.0,86.53,9996.53,2,2,1
Lisbon,Avenidas Novas,502000.0,52.46,9569.2,1,1,1
Lisbon,Avenidas Novas,514000.0,57.21,8984.44,1,1,1
Lisbon,Avenidas Novas,508000.0,57.21,8879.57,1,1,1
Lisbon,Avenidas Novas,635000.0,64.92,9781.27,1,1,1
Lisbon,Avenidas Novas,520000.0,57.21,9089.32,1,1,1
Lisbon,Avenidas Novas,543000.0,48.64,11163.65,1,1,1
Lisbon,Avenidas Novas,502000.0,57.21,8774.69,1,1,1
Lisbon,Avenidas Novas,645000.0,125.0,5160.0,3,2,3
Lisbon,Campo de Ourique,997000.0,143.94,6926.5,3,2,4
Lisbon,Avenidas Novas,240000.0,61.59,3896.74,2,1,3
Lisbon,Penha de França,560000.0,130.0,4307.69,3,2,2
Lisbon,Misericórdia,1380000.0,260.0,5307.69,4,2,2
Lisbon,Misericórdia,539819.0,60.8,8878.6,1,1,2
Lisbon,Misericórdia,539819.0,70.95,7608.44,1,1,2
Lisbon,Misericórdia,509263.0,71.0,7172.72,1,1,2
Lisbon,Misericórdia,392271.0,53.92,7275.06,1,1,2
Lisbon,Misericórdia,397370.0,54.97,7228.85,1,1,2
Lisbon,Misericórdia,514355.0,70.34,7312.41,1,1,2
Lisbon,Misericórdia,524541.0,71.0,7387.9,1,1,2
Lisbon,Arroios,240000.0,46.0,5217.39,1,1,2
Lisbon,Campo de Ourique,338500.0,68.97,4907.93,1,1,3
Lisbon,Santa Maria Maior,1100000.0,108.26,10160.72,2,3,1
Lisbon,Estrela,438000.0,100.0,4380.0,2,2,3
Lisbon,Olivais,255000.0,75.4,3381.96,3,2,2
Lisbon,Benfica,900000.0,208.0,4326.92,5,3,2
Lisbon,São Vicente,193000.0,73.4,2629.43,0,1,1
Lisbon,São Vicente,280000.0,99.0,2828.28,1,1,1
Lisbon,Arroios,1150000.0,215.0,5348.84,4,2,2
Lisbon,Santa Maria Maior,260000.0,59.2,4391.89,1,1,3
Lisbon,Penha de França,280000.0,65.0,4307.69,1,1,3
Lisbon,Arroios,550000.0,93.0,5913.98,1,2,2
Lisbon,Marvila,440000.0,115.0,3826.09,3,3,1
Lisbon,Santa Maria Maior,450000.0,55.4,8122.74,1,1,2
Lisbon,Benfica,329900.0,60.0,5498.33,2,1,3
Lisbon,Benfica,339000.0,102.5,3307.32,2,2,2
Lisbon,Misericórdia,525016.0,90.52,5800.0,3,1,1
Lisbon,Belém,1800000.0,282.0,6382.98,4,3,2
Lisbon,Belém,1900000.0,282.0,6737.59,4,3,2
Lisbon,Belém,1400000.0,282.0,4964.54,4,3,2
Lisbon,Belém,1900000.0,279.0,6810.04,4,3,2
Lisbon,Belém,2300000.0,287.0,8013.94,4,3,2
Lisbon,Belém,2050000.0,287.0,7142.86,4,3,2
Lisbon,Belém,2450000.0,282.0,8687.94,4,3,2
Lisbon,Belém,2100000.0,282.0,7446.81,4,3,2
Lisbon,Belém,2150000.0,287.0,7491.29,4,3,2
Lisbon,Belém,2250000.0,287.0,7839.72,4,3,2
Lisbon,Belém,1850000.0,279.0,6630.82,4,3,2
Lisbon,Penha de França,399000.0,106.0,3764.15,3,2,2
Lisbon,Areeiro,750000.0,190.0,3947.37,5,4,2
Lisbon,Penha de França,285000.0,83.0,3433.73,3,2,3
Lisbon,Avenidas Novas,350000.0,53.0,6603.77,2,1,3
Lisbon,São Vicente,285000.0,45.0,6333.33,2,1,3
Lisbon,Avenidas Novas,370000.0,50.0,7400.0,1,1,3
Lisbon,Alvalade,699000.0,145.0,4820.69,2,2,1
Lisbon,Penha de França,349000.0,69.57,5016.53,3,3,2
Lisbon,Belém,890000.0,223.0,3991.03,3,3,2
Lisbon,Santa Maria Maior,648000.0,128.0,5062.5,3,3,3
Lisbon,Lumiar,360000.0,102.0,3529.41,3,2,2
Lisbon,Areeiro,745000.0,135.0,5518.52,3,4,3
Lisbon,Santo António,445000.0,62.4,7131.41,1,2,2
Lisbon,Santa Maria Maior,590000.0,130.0,4538.46,3,3,3
Lisbon,Santa Maria Maior,149000.0,36.0,4138.89,1,1,3
Lisbon,Avenidas Novas,1450000.0,161.45,8981.11,3,4,3
Lisbon,Santa Maria Maior,500000.0,69.3,7215.01,1,2,2
Lisbon,Alvalade,325000.0,56.0,5803.57,1,1,2
Lisbon,Avenidas Novas,618000.0,78.0,7923.08,2,2,4
Lisbon,Penha de França,255000.0,70.0,3642.86,5,2,3
Lisbon,Santo António,740000.0,80.0,9250.0,1,2,1
Lisbon,Santo António,740000.0,87.0,8505.75,1,2,1
Lisbon,Benfica,329900.0,64.0,5154.69,2,1,2
Lisbon,Santa Maria Maior,580000.0,68.0,8529.41,0,1,3
Lisbon,Santo António,1580000.0,146.0,10821.92,3,3,1
Lisbon,Santo António,2625000.0,220.0,11931.82,4,4,1
Lisbon,Santo António,1175000.0,131.31,8948.29,3,3,1
Lisbon,Santo António,1250000.0,126.18,9906.48,3,3,1
Lisbon,Santo António,1150000.0,131.31,8757.9,3,3,1
Lisbon,Penha de França,255000.0,70.0,3642.86,4,2,2
Lisbon,Arroios,385000.0,51.0,7549.02,1,1,3
Lisbon,Estrela,595000.0,144.0,4131.94,4,2,2
Lisbon,São Vicente,475000.0,111.5,4260.09,3,2,3
Lisbon,Areeiro,690000.0,260.0,2653.85,4,3,2
Lisbon,Belém,2100000.0,275.0,7636.36,4,4,1
Lisbon,Belém,1400000.0,275.0,5090.91,4,4,1
Lisbon,Belém,1800000.0,275.0,6545.45,4,4,1
Lisbon,Belém,2050000.0,280.0,7321.43,4,4,1
Lisbon,Belém,1850000.0,270.0,6851.85,4,4,1
Lisbon,Belém,2450000.0,275.0,8909.09,4,4,1
Lisbon,Belém,1900000.0,275.0,6909.09,4,4,1
Lisbon,Belém,2150000.0,280.0,7678.57,4,4,1
Lisbon,Belém,1900000.0,270.0,7037.04,4,4,1
Lisbon,Belém,2300000.0,280.0,8214.29,4,4,1
Lisbon,Belém,1150000.0,275.0,4181.82,4,4,1
Lisbon,Belém,1100000.0,270.0,4074.07,4,4,1
Lisbon,Belém,2250000.0,280.0,8035.71,4,4,1
Lisbon,Avenidas Novas,1505000.0,176.95,8505.23,2,1,3
Lisbon,Benfica,330000.0,88.0,3750.0,3,2,2
Lisbon,Misericórdia,1600000.0,140.3,11404.13,2,3,1
Lisbon,Avenidas Novas,505000.0,53.0,9528.3,1,1,2
Lisbon,Santo António,510000.0,44.35,11499.44,1,1,1
Lisbon,Avenidas Novas,800000.0,180.0,4444.44,3,3,2
Lisbon,Santa Maria Maior,950000.0,60.0,15833.33,3,3,2
Lisbon,Santa Maria Maior,509000.0,61.0,8344.26,2,3,2
Lisbon,Misericórdia,270000.0,50.0,5400.0,0,1,2
Lisbon,Alcântara,920000.0,72.42,12703.67,1,1,4
Lisbon,Alcântara,770000.0,65.39,11775.5,1,1,4
Lisbon,Alcântara,1055000.0,110.25,9569.16,2,3,4
Lisbon,Alcântara,925000.0,110.29,8386.98,2,3,4
Lisbon,Alcântara,2500000.0,177.09,14117.12,3,3,4
Lisbon,Alvalade,650000.0,105.0,6190.48,2,2,3
Lisbon,Santa Maria Maior,519000.0,72.0,7208.33,2,3,2
Lisbon,Santa Maria Maior,980000.0,70.0,14000.0,3,3,2
Lisbon,Santa Maria Maior,580000.0,74.0,7837.84,2,3,2
Lisbon,São Vicente,195000.0,42.0,4642.86,1,1,3
Lisbon,Alvalade,560000.0,81.81,6845.13,1,1,1
